"","clinical_trial_study_id","clinical_trial_sponsor","clinical_trial_phase","location_continent","study_eligibility_standard_age_list","outcome_overview_time_frame","outcome_overview_assay","outcome_overview_dose_number","outcome_overview_serotype","outcome_overview_value","outcome_overview_upper_limit","outcome_overview_lower_limit","outcome_overview_vaccine","outcome_overview_dose_description","outcome_overview_schedule","outcome_overview_time_frame_weeks"
"569","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"6B",7.17,9.63,5.34,"PCV15","1m post dose 1 adult","2 dose adult",0
"570","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"6B",5.23,7.35,3.73,"PCV13","1m post dose 1 adult","2 dose adult",0
"571","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"5",2.38,3.01,1.89,"PCV15","1m post dose 1 adult","2 dose adult",0
"572","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"19F",6.21,8.15,4.73,"PCV13","1m post dose 1 adult","2 dose adult",0
"573","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"19F",6.41,8.39,4.89,"PCV15","1m post dose 1 adult","2 dose adult",0
"574","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"3",0.57,0.68,0.48,"PCV15","1m post dose 1 adult","2 dose adult",0
"575","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"22F",0.2,0.25,0.17,"PCV13","1m post dose 1 adult","2 dose adult",0
"576","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"18C",5.07,6.48,3.97,"PCV13","1m post dose 1 adult","2 dose adult",0
"577","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"18C",5.58,7.18,4.33,"PCV15","1m post dose 1 adult","2 dose adult",0
"578","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"1",3.16,4.01,2.48,"PCV15","1m post dose 1 adult","2 dose adult",0
"579","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"6A",4.91,6.91,3.49,"PCV13","1m post dose 1 adult","2 dose adult",0
"580","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"23F",4.9,6.77,3.54,"PCV13","1m post dose 1 adult","2 dose adult",0
"581","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"3",0.5,0.6,0.41,"PCV13","1m post dose 1 adult","2 dose adult",0
"582","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"14",15.44,20.39,11.69,"PCV15","1m post dose 1 adult","2 dose adult",0
"583","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"7F",2.61,3.41,2,"PCV15","1m post dose 1 adult","2 dose adult",0
"584","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"1",4.27,5.5,3.31,"PCV13","1m post dose 1 adult","2 dose adult",0
"585","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"7F",3.74,4.81,2.91,"PCV13","1m post dose 1 adult","2 dose adult",0
"586","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"14",15.22,20.03,11.56,"PCV13","1m post dose 1 adult","2 dose adult",0
"587","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"9V",3.55,4.56,2.77,"PCV13","1m post dose 1 adult","2 dose adult",0
"588","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"19A",9.61,12.56,7.36,"PCV13","1m post dose 1 adult","2 dose adult",0
"589","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"5",2.03,2.64,1.56,"PCV13","1m post dose 1 adult","2 dose adult",0
"590","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"22F",3.97,5.15,3.06,"PCV15","1m post dose 1 adult","2 dose adult",0
"591","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"4",1.14,1.44,0.9,"PCV15","1m post dose 1 adult","2 dose adult",0
"592","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"6A",5.13,7.04,3.73,"PCV15","1m post dose 1 adult","2 dose adult",0
"593","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"23F",3.92,5.22,2.94,"PCV15","1m post dose 1 adult","2 dose adult",0
"594","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"19A",9.09,11.67,7.08,"PCV15","1m post dose 1 adult","2 dose adult",0
"595","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"4",2,2.55,1.56,"PCV13","1m post dose 1 adult","2 dose adult",0
"596","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"9V",3.35,4.14,2.71,"PCV15","1m post dose 1 adult","2 dose adult",0
"597","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",5645.1,7447.4,4278.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"598","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"22F",3943.7,5100.5,3049.2,"PCV15","1m post dose 1 adult","2 dose adult",0
"599","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"1",200.9,282.7,142.7,"PCV13","1m post dose 1 adult","2 dose adult",0
"600","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"14",3508.7,4508.5,2730.6,"PCV15","1m post dose 1 adult","2 dose adult",0
"601","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",2438.6,3014.6,1972.7,"PCV15","1m post dose 1 adult","2 dose adult",0
"602","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",6421,8430.7,4890.4,"PCV15","1m post dose 1 adult","2 dose adult",0
"603","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",1560.3,2005.6,1213.8,"PCV13","1m post dose 1 adult","2 dose adult",0
"604","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"5",276.7,386.7,197.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"605","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"5",336.7,467.7,242.4,"PCV15","1m post dose 1 adult","2 dose adult",0
"606","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"23F",1757.4,2420.2,1276.1,"PCV15","1m post dose 1 adult","2 dose adult",0
"607","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19A",3715.9,4681.8,2949.2,"PCV13","1m post dose 1 adult","2 dose adult",0
"608","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",3002.2,3700.8,2435.5,"PCV15","1m post dose 1 adult","2 dose adult",0
"609","NCT03480802","Merck Sharp & Dohme LLC","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",2042,2575.5,1618.9,"PCV13","1m post dose 1 adult","2 dose adult",0
